time_s,data_time,temp_cabin_zone_degree,temp_duct_supply_zone_degree
820,04/01/2021,28.828,38.579
821,04/01/2021,20.009,8.619
822,04/01/2021,22.749,6.084
823,04/01/2021,23.595,52.241
824,04/01/2021,19.616,19.092
825,04/01/2021,24.6,37.321
826,04/01/2021,26.137,6.025
827,04/01/2021,21.31,4.559
828,04/01/2021,24.457,45.602
829,04/01/2021,24.818,25.634
830,04/01/2021,25.07,7.522
831,04/01/2021,24.167,62.925
832,04/01/2021,25.785,46.663
833,04/01/2021,18.44,2.212
834,04/01/2021,19.222,13.499
835,04/01/2021,22.723,38.808
836,04/01/2021,26.697,24.624
837,04/01/2021,23.3,20.103
838,04/01/2021,27.561,48.095
839,04/01/2021,28.02,22.339
840,04/01/2021,28.932,7.885
841,04/01/2021,18.849,23.527
842,04/01/2021,23.038,59.579
843,04/01/2021,26.477,40.702
844,04/01/2021,24.682,59.004
845,04/01/2021,18.92,34.506
846,04/01/2021,28.131,54.77
847,04/01/2021,25.19,36.152
848,04/01/2021,24.764,57.756
849,04/01/2021,25.195,48.048
850,04/01/2021,27.548,61.769
851,04/01/2021,26.521,18.984
852,04/01/2021,27.457,9.234
853,04/01/2021,21.326,32.414
854,04/01/2021,26.79,26.281
855,04/01/2021,25.724,29.465
856,04/01/2021,23.247,36.948
857,04/01/2021,24.66,57.116
858,04/01/2021,24.435,48.664
859,04/01/2021,25.54,11.903
860,04/01/2021,19.883,8.747
861,04/01/2021,26.996,57.836
862,04/01/2021,21.31,37.783
863,04/01/2021,28.081,35.828
864,04/01/2021,27.069,10.684
865,04/01/2021,28.117,19.154
866,04/01/2021,20.262,18.374
867,04/01/2021,23.56,46.87
868,04/01/2021,28.589,43.858
869,04/01/2021,19.786,55.275
870,04/01/2021,26.726,44.475
871,04/01/2021,24.136,48.639
872,04/01/2021,23.67,41.675
873,04/01/2021,27.952,46.139
874,04/01/2021,24.266,29.071
875,04/01/2021,25.872,59.382
876,04/01/2021,28.088,27.376
877,04/01/2021,18.198,36.018
878,04/01/2021,21.214,42.322
879,04/01/2021,24.768,17.932
880,04/01/2021,18.257,37.233
881,04/01/2021,26.858,34.342
882,04/01/2021,22.928,47.251
883,04/01/2021,26.05,49.15
884,04/01/2021,27.315,32.301
885,04/01/2021,18.882,7.643
886,04/01/2021,27.465,24.824
887,04/01/2021,18.397,40.432
888,04/01/2021,20.71,47.636
889,04/01/2021,26.971,27.679
890,04/01/2021,19.238,25.136
891,04/01/2021,20.696,50.093
892,04/01/2021,27.535,31.486
893,04/01/2021,27.207,30.006
894,04/01/2021,26.845,49.59
895,04/01/2021,23.455,10.097
896,04/01/2021,18.667,11.178
897,04/01/2021,20.03,21.308
898,04/01/2021,23.123,9.313
899,04/01/2021,23.237,15.551
900,04/01/2021,22.36,28.342
901,04/01/2021,20.426,57.904
902,04/01/2021,19.084,46.368
903,04/01/2021,27.64,24.918
904,04/01/2021,26.152,17.504
905,04/01/2021,28.309,15.29
906,04/01/2021,27.379,2.896
907,04/01/2021,18.301,47.236
908,04/01/2021,21.072,34.12
909,04/01/2021,18.2,6.854
910,04/01/2021,20.04,12.137
911,04/01/2021,28.543,41.119
912,04/01/2021,20.785,36.54
913,04/01/2021,18.476,47.736
914,04/01/2021,26.362,30.035
915,04/01/2021,23.278,42.017
916,04/01/2021,28.358,20.665
917,04/01/2021,18.633,7.44
918,04/01/2021,23.519,40.311
919,04/01/2021,23.067,9.55
920,04/01/2021,19.214,44.673
921,04/01/2021,23.306,36.432
922,04/01/2021,18.445,35.892
923,04/01/2021,27.088,54.827
924,04/01/2021,21.065,45.79
925,04/01/2021,26.584,29.686
926,04/01/2021,22.577,2.019
927,04/01/2021,27.186,58.905
928,04/01/2021,18.192,13.951
929,04/01/2021,25.46,34.179
930,04/01/2021,25.685,42.356
931,04/01/2021,27.657,21.004
932,04/01/2021,28.003,23.824
933,04/01/2021,20.238,32.229
934,04/01/2021,23.402,6.673
935,04/01/2021,20.935,31.195
936,04/01/2021,25.622,28.479
937,04/01/2021,28.27,41.92
938,04/01/2021,22.171,21.038
939,04/01/2021,23.879,11.737
940,04/01/2021,28.653,60.441
941,04/01/2021,23.289,43.557
942,04/01/2021,20.969,32.068
943,04/01/2021,20.066,20.25
944,04/01/2021,25.996,2.586
945,04/01/2021,22.07,29.511
946,04/01/2021,23.386,23.388
947,04/01/2021,21.717,6.42
948,04/01/2021,22.769,8.119
949,04/01/2021,22.077,7.306
950,04/01/2021,25.909,52.784
951,04/01/2021,28.033,30.214
952,04/01/2021,25.059,18.967
953,04/01/2021,22.884,4.507
954,04/01/2021,21.369,48.457
955,04/01/2021,23.347,29.843
956,04/01/2021,19.587,19.081
957,04/01/2021,20.826,19.24
958,04/01/2021,27.459,32.96
959,04/01/2021,27.441,20.415
960,04/01/2021,24.956,5.178
961,04/01/2021,19.792,3.912
962,04/01/2021,26.027,19.907
963,04/01/2021,18.86,57.138
964,04/01/2021,20.583,39.177
965,04/01/2021,21.032,59.132
966,04/01/2021,27.801,13.828
967,04/01/2021,20.937,27.599
968,04/01/2021,27.968,5.529
969,04/01/2021,25.854,46.585
970,04/01/2021,25.637,54.08
971,04/01/2021,20.28,15.701
972,04/01/2021,22.358,12.186
973,04/01/2021,27.637,53.096
974,04/01/2021,27.721,29.589
975,04/01/2021,21.037,38.405
976,04/01/2021,20.77,3.866
977,04/01/2021,27.633,35.074
978,04/01/2021,22.571,48.5
979,04/01/2021,21.965,60.711
980,04/01/2021,25.629,10.187
981,04/01/2021,18.665,13.397
982,04/01/2021,24.871,29.469
983,04/01/2021,20.809,10.378
984,04/01/2021,28.666,13.045
985,04/01/2021,24.576,15.142
986,04/01/2021,22.662,12.554
987,04/01/2021,19.052,37.104
988,04/01/2021,28.429,58.142
989,04/01/2021,19.886,52.09
990,04/01/2021,20.517,19.051
991,04/01/2021,22.251,22.763
992,04/01/2021,25.75,36.561
993,04/01/2021,20.605,32.685
994,04/01/2021,26.809,31.72
995,04/01/2021,20.205,11.016
996,04/01/2021,26.929,51.185
997,04/01/2021,27.05,28.721
998,04/01/2021,18.654,32.203
999,04/01/2021,22.614,17.149
1000,04/01/2021,25.893,37.976
1001,04/01/2021,22.88,59.36
1002,04/01/2021,19.79,48.444
1003,04/01/2021,20.036,10.219
1004,04/01/2021,26.139,29.846
1005,04/01/2021,21.948,12.448
1006,04/01/2021,20.033,52.32
1007,04/01/2021,25.028,29.671
1008,04/01/2021,24.041,38.085
1009,04/01/2021,28.22,47.544
1010,04/01/2021,23.479,15.049
1011,04/01/2021,23.017,14.968
1012,04/01/2021,23.212,26.905
1013,04/01/2021,24.954,35.417
1014,04/01/2021,25.138,55.487
1015,04/01/2021,19.434,5.576
1016,04/01/2021,18.719,28.427
1017,04/01/2021,26.21,57.797
1018,04/01/2021,22.754,44.276
1019,04/01/2021,18.044,22.303
1020,04/01/2021,23.732,22.371
1021,04/01/2021,26.854,48.066
1022,04/01/2021,23.193,55.737
1023,04/01/2021,24.446,43.177
1024,04/01/2021,20.086,14.098
1025,04/01/2021,25.689,7.572
1026,04/01/2021,20.259,5.779
1027,04/01/2021,25.644,7.268
1028,04/01/2021,23.435,2.726
1029,04/01/2021,20.197,57.023
1030,04/01/2021,20.836,6.717
1031,04/01/2021,27.385,40.8
1032,04/01/2021,21.76,8.716
1033,04/01/2021,24.842,17.452
1034,04/01/2021,19.796,7.334
1035,04/01/2021,23.415,38.92
1036,04/01/2021,24.572,14.965
1037,04/01/2021,26.736,31.628
1038,04/01/2021,27.282,37.565
1039,04/01/2021,19.821,47.499
1040,04/01/2021,19.092,19.951
1041,04/01/2021,22.298,2.397
1042,04/01/2021,28.053,34.07
1043,04/01/2021,23.328,46.142
1044,04/01/2021,20.017,36.634
1045,04/01/2021,21.493,50.414
1046,04/01/2021,21.964,26.465
1047,04/01/2021,28.978,33.734
1048,04/01/2021,19.181,35.276
1049,04/01/2021,24.248,18.137
1050,04/01/2021,28.007,54.743
1051,04/01/2021,21.974,3.168
1052,04/01/2021,26.385,40.374
1053,04/01/2021,25.136,14.942
1054,04/01/2021,23.44,41.499
1055,04/01/2021,24.916,50.405
1056,04/01/2021,22.97,43.859
1057,04/01/2021,27.787,30.692
1058,04/01/2021,24.985,19.132
1059,04/01/2021,22.864,32.341
1060,04/01/2021,24.933,15.353
1061,04/01/2021,21.913,10.32
1062,04/01/2021,28.963,23.274
1063,04/01/2021,18.774,57.361
1064,04/01/2021,28.72,47.08
1065,04/01/2021,26.072,62.049
1066,04/01/2021,22.205,23.095
1067,04/01/2021,24.986,47.59
1068,04/01/2021,18.47,36.789
1069,04/01/2021,22.751,36.99
1070,04/01/2021,26.634,27.315
1071,04/01/2021,19.048,19.811
1072,04/01/2021,26.385,32.593
1073,04/01/2021,24.724,36.304
1074,04/01/2021,20.949,36.48
1075,04/01/2021,24.094,62.757
1076,04/01/2021,23.102,24.482
1077,04/01/2021,23.184,29.835
1078,04/01/2021,28.317,16.905
1079,04/01/2021,24.2,9.499
1080,04/01/2021,25.779,22.289
1081,04/01/2021,18.25,8.964
1082,04/01/2021,24.727,42.917
1083,04/01/2021,20.408,14.199
1084,04/01/2021,27.895,58.129
1085,04/01/2021,26.893,23.666
1086,04/01/2021,19.91,42.802
1087,04/01/2021,26.461,41.175
1088,04/01/2021,27.73,34.082
1089,04/01/2021,18.901,58.281
1090,04/01/2021,21.192,25.995
1091,04/01/2021,18.401,21.099
1092,04/01/2021,24.819,9.716
1093,04/01/2021,18.321,29.305
1094,04/01/2021,18.445,32.096
1095,04/01/2021,22.699,8.527
1096,04/01/2021,22.571,55.593
1097,04/01/2021,20.759,41.366
1098,04/01/2021,24.126,47.393
1099,04/01/2021,25.952,52.565
1100,04/01/2021,23.156,53.518
1101,04/01/2021,25.793,18.844
1102,04/01/2021,25.579,11.731
1103,04/01/2021,18.884,33.299
1104,04/01/2021,18.346,25.48
1105,04/01/2021,26.438,34.8
1106,04/01/2021,28.13,49.716
1107,04/01/2021,23.496,3.376
1108,04/01/2021,18.726,27.109
1109,04/01/2021,27.753,56.003
1110,04/01/2021,22.106,12.714
1111,04/01/2021,21.786,30.018
1112,04/01/2021,21.227,9.129
1113,04/01/2021,19.661,33.176
1114,04/01/2021,26.413,8.27
1115,04/01/2021,26.298,11.486
1116,04/01/2021,18.222,55.092
1117,04/01/2021,28.688,31.731
1118,04/01/2021,25.732,30.121
1119,04/01/2021,20.578,60.895
1120,04/01/2021,20.947,4.29
1121,04/01/2021,26.627,17.69
1122,04/01/2021,23.391,44.44
1123,04/01/2021,27.055,45.161
1124,04/01/2021,26.406,43.086
1125,04/01/2021,26.614,2.225
1126,04/01/2021,23.963,43.678
1127,04/01/2021,20.029,42.889
1128,04/01/2021,26.185,10.572
1129,04/01/2021,21.365,22.939
1130,04/01/2021,21.583,40.879
1131,04/01/2021,23.603,58.171
1132,04/01/2021,25.703,30.444
1133,04/01/2021,26.198,60.655
1134,04/01/2021,22.568,4.23
1135,04/01/2021,23.814,31.414
1136,04/01/2021,21.239,15.05
1137,04/01/2021,19.426,13.301
1138,04/01/2021,19.36,7.351
1139,04/01/2021,27.03,43.896
1140,04/01/2021,28.227,31.319
1141,04/01/2021,20.554,19.733
1142,04/01/2021,28.31,35.92
1143,04/01/2021,25.337,19.043
1144,04/01/2021,18.229,27.051
1145,04/01/2021,21.194,51.574
1146,04/01/2021,23.387,43.523
1147,04/01/2021,27.253,40.552
1148,04/01/2021,19.526,46.891
1149,04/01/2021,25.645,54.587
1150,04/01/2021,27.491,17.431
1151,04/01/2021,25.311,44.604
1152,04/01/2021,27.353,14.952
1153,04/01/2021,21.428,26.722
1154,04/01/2021,19.792,4.59
1155,04/01/2021,24.991,37.356
1156,04/01/2021,24.919,14.33
1157,04/01/2021,25.769,20.139
1158,04/01/2021,23.532,29.651
1159,04/01/2021,24.108,38.045
1160,04/01/2021,22.475,24.03
1161,04/01/2021,27.818,31.485
1162,04/01/2021,27.018,57.209
1163,04/01/2021,24.832,10.547
1164,04/01/2021,18.051,57.746
1165,04/01/2021,26.28,4.046
1166,04/01/2021,23.813,7.449
1167,04/01/2021,22.596,55.552
1168,04/01/2021,21.278,10.189
1169,04/01/2021,20.01,19.278
1170,04/01/2021,25.16,61.921
1171,04/01/2021,23.193,37.675
1172,04/01/2021,23.927,5.48
1173,04/01/2021,26.563,16.886
1174,04/01/2021,26.7,21.882
1175,04/01/2021,28.732,52.23
1176,04/01/2021,26.528,5.949
1177,04/01/2021,28.255,9.274
1178,04/01/2021,27.209,15.561
1179,04/01/2021,18.573,42.596
1180,04/01/2021,28.93,15.638
1181,04/01/2021,19.087,47.718
1182,04/01/2021,25.899,4.777
1183,04/01/2021,26.256,50.137
1184,04/01/2021,19.835,53.387
1185,04/01/2021,26.721,42.359
1186,04/01/2021,26.828,56.495
1187,04/01/2021,26.371,4.311
1188,04/01/2021,18.212,2.116
1189,04/01/2021,22.496,59.838
1190,04/01/2021,26.602,15.962
1191,04/01/2021,19.352,8.182
1192,04/01/2021,18.512,37.718
1193,04/01/2021,21.694,24.359
1194,04/01/2021,24.033,6.54
1195,04/01/2021,26.392,35.392
1196,04/01/2021,21.243,49.31
1197,04/01/2021,28.749,8.546
1198,04/01/2021,23.767,46.067
1199,04/01/2021,18.817,50.449
1200,04/01/2021,23.097,19.726
1201,04/01/2021,24.292,28.164
1202,04/01/2021,26.436,32.547
1203,04/01/2021,26.968,22.738
1204,04/01/2021,18.774,33.12
1205,04/01/2021,20.551,10.493
1206,04/01/2021,28.878,23.354
1207,04/01/2021,21.1,5.761
1208,04/01/2021,25.828,27.743
1209,04/01/2021,27.601,37.972
1210,04/01/2021,26.525,9.925
1211,04/01/2021,23.89,35.378
1212,04/01/2021,24.152,52.764
1213,04/01/2021,18.32,29.813
1214,04/01/2021,23.479,7.142
1215,04/01/2021,21.498,13.474
1216,04/01/2021,22.888,49.333
1217,04/01/2021,23.776,38.188
1218,04/01/2021,28.253,27.55
1219,04/01/2021,25.594,8.367
1220,04/01/2021,19.273,31.837
1221,04/01/2021,22.643,60.311
1222,04/01/2021,18.212,4.772
1223,04/01/2021,20.037,44.008
1224,04/01/2021,25.143,59.08
1225,04/01/2021,24.695,42.956
1226,04/01/2021,18.913,61.907
1227,04/01/2021,26.637,36.221
1228,04/01/2021,24.139,7.142
1229,04/01/2021,19.128,47.102
1230,04/01/2021,27.942,60.92
1231,04/01/2021,25.967,12.821
1232,04/01/2021,22.465,49.715
1233,04/01/2021,24.434,53.363
1234,04/01/2021,24.028,61.012
1235,04/01/2021,21.225,20.039
1236,04/01/2021,19.952,34.5
1237,04/01/2021,21.315,44.073
1238,04/01/2021,21.769,13.938
1239,04/01/2021,21.999,46.125
1240,04/01/2021,26.544,58.268
1241,04/01/2021,22.87,40.352
1242,04/01/2021,21.744,40.731
1243,04/01/2021,19.332,16.615
1244,04/01/2021,20.278,3.803
1245,04/01/2021,21.452,30.759
1246,04/01/2021,28.548,39.291
1247,04/01/2021,21.454,37.52
1248,04/01/2021,28.586,32.88
1249,04/01/2021,22.372,61.061
1250,04/01/2021,25.865,52.012
1251,04/01/2021,28.556,7.619
1252,04/01/2021,25.43,39.362
1253,04/01/2021,24.403,23.162
1254,04/01/2021,26.452,20.539
1255,04/01/2021,28.561,40.499
1256,04/01/2021,27.725,52.404
1257,04/01/2021,18.784,50.57
1258,04/01/2021,20.95,59.215
1259,04/01/2021,28.321,38.902
1260,04/01/2021,23.425,11.122
1261,04/01/2021,19.206,53.659
1262,04/01/2021,28.74,22.396
1263,04/01/2021,25.655,22.679
1264,04/01/2021,18.236,53.248
1265,04/01/2021,20.077,35.895
1266,04/01/2021,28.587,35.419
1267,04/01/2021,27.013,8.869
1268,04/01/2021,21.4,28.939
1269,04/01/2021,27.165,15.162
1270,04/01/2021,23.959,40.97
1271,04/01/2021,24.36,35.472
1272,04/01/2021,25.171,53.238
1273,04/01/2021,18.409,33.775
1274,04/01/2021,18.15,35.693
1275,04/01/2021,23.228,41.326
1276,04/01/2021,28.36,39.031
1277,04/01/2021,18.159,32.845
1278,04/01/2021,21.983,28.382
1279,04/01/2021,19.377,52.909
1280,04/01/2021,19.617,52.037
1281,04/01/2021,26.169,15.951
1282,04/01/2021,28.976,59.192
1283,04/01/2021,19.778,9.878
1284,04/01/2021,26.106,21.129
1285,04/01/2021,23.202,60.074
1286,04/01/2021,18.692,46.983
1287,04/01/2021,19.29,21.341
1288,04/01/2021,18.117,12.639
1289,04/01/2021,19.338,20.685
1290,04/01/2021,27.694,14.42
1291,04/01/2021,26.07,35.654
1292,04/01/2021,26.047,49.677
1293,04/01/2021,27.667,47.016
1294,04/01/2021,25.831,31.984
1295,04/01/2021,26.486,27.898
1296,04/01/2021,18.876,6.23
1297,04/01/2021,27.42,3.686
1298,04/01/2021,28.724,6.659
1299,04/01/2021,20.599,32.52
1300,04/01/2021,26.689,5.772
1301,04/01/2021,21.526,50.033
1302,04/01/2021,26.57,34.43
1303,04/01/2021,21.22,44.41
1304,04/01/2021,28.974,38.049
1305,04/01/2021,24.362,14.46
1306,04/01/2021,26.757,34.848
1307,04/01/2021,20.695,23.87
1308,04/01/2021,19.74,20.545
1309,04/01/2021,22.735,55.073
1310,04/01/2021,19.295,19.686
1311,04/01/2021,24.104,62.088
1312,04/01/2021,20.175,14.274
1313,04/01/2021,24.131,22.543
1314,04/01/2021,22.452,62.87
1315,04/01/2021,27.341,29.909
1316,04/01/2021,19.379,9.547
1317,04/01/2021,25.574,46.631
1318,04/01/2021,19.643,13.582
1319,04/01/2021,25.145,51.605
1320,04/01/2021,18.402,43.297
1321,04/01/2021,23.281,58.091
1322,04/01/2021,23.975,20.865
1323,04/01/2021,22.663,45.385
1324,04/01/2021,22.537,9.457
1325,04/01/2021,18.235,27.625
1326,04/01/2021,19.333,20.514
1327,04/01/2021,19.984,12.993
1328,04/01/2021,19.859,7.482
1329,04/01/2021,26.671,42.91
1330,04/01/2021,19.931,25.155
1331,04/01/2021,18.947,18.258
1332,04/01/2021,25.962,22.549
1333,04/01/2021,28.056,15.77
1334,04/01/2021,25.166,22.739
1335,04/01/2021,19.692,48.944
1336,04/01/2021,27.684,35.554
1337,04/01/2021,18.646,49.815
1338,04/01/2021,26.211,17.595
1339,04/01/2021,23.689,9.774
1340,04/01/2021,22.587,37.201
1341,04/01/2021,26.953,35.833
1342,04/01/2021,18.585,38.354
1343,04/01/2021,22.446,44.344
1344,04/01/2021,27.83,9.287
1345,04/01/2021,18.384,32.92
1346,04/01/2021,22.448,31.626
1347,04/01/2021,24.488,33.699
1348,04/01/2021,22.036,42.492
1349,04/01/2021,28.157,15.293
1350,04/01/2021,22.312,49.85
1351,04/01/2021,21.489,28.409
1352,04/01/2021,18.44,9.041
1353,04/01/2021,26.616,58.265
1354,04/01/2021,25.651,34.576
1355,04/01/2021,25.859,62.069
1356,04/01/2021,23.228,51.648
1357,04/01/2021,19.397,54.031
1358,04/01/2021,18.959,41.605
1359,04/01/2021,23.19,31.912
1360,04/01/2021,25.987,21.296
1361,04/01/2021,27.671,25.702
1362,04/01/2021,19.075,34.678
1363,04/01/2021,19.57,22.653
1364,04/01/2021,19.714,20.001
1365,04/01/2021,26.501,36.788
1366,04/01/2021,22.326,56.973
1367,04/01/2021,23.119,60.667
1368,04/01/2021,24.621,42.731
1369,04/01/2021,24.656,27.442
1370,04/01/2021,25.051,21.08
1371,04/01/2021,27.605,11.856
1372,04/01/2021,25.957,7.021
1373,04/01/2021,21.041,47.624
1374,04/01/2021,23.982,32.644
1375,04/01/2021,27.588,49.01
1376,04/01/2021,27.524,9.261
1377,04/01/2021,26.873,49.781
1378,04/01/2021,22.827,14.358
1379,04/01/2021,28.543,35.751
1380,04/01/2021,25.563,58.57
1381,04/01/2021,18.545,33.733
1382,04/01/2021,21.824,18.138
1383,04/01/2021,22.252,43.617
1384,04/01/2021,19.548,54.957
1385,04/01/2021,20.477,2.162
1386,04/01/2021,20.066,35.479
1387,04/01/2021,24.835,40.341
1388,04/01/2021,25.542,52.691
1389,04/01/2021,24.721,39.078
1390,04/01/2021,27.464,30.175
1391,04/01/2021,23.324,11.646
1392,04/01/2021,24.238,62.52
1393,04/01/2021,23.33,32.945
1394,04/01/2021,27.157,3.231
1395,04/01/2021,21.486,26.997
1396,04/01/2021,22.606,34.04
1397,04/01/2021,26.188,26.988
1398,04/01/2021,23.448,41.244
1399,04/01/2021,21.355,12.545
1400,04/01/2021,25.923,36.271
1401,04/01/2021,20.016,55.592
1402,04/01/2021,22.627,22.198
1403,04/01/2021,21.315,29.225
1404,04/01/2021,24.735,35.636
1405,04/01/2021,28.743,40.669
1406,04/01/2021,19.583,36.002
1407,04/01/2021,25.747,51.395
1408,04/01/2021,25.271,40.398
1409,04/01/2021,22.001,19.778
1410,04/01/2021,19.477,15.332
1411,04/01/2021,20.775,30.807
1412,04/01/2021,23.537,2.809
1413,04/01/2021,21.016,62.124
1414,04/01/2021,22.663,14.329
1415,04/01/2021,21.185,58.124
1416,04/01/2021,25.8,39.353
1417,04/01/2021,23.167,10.524
1418,04/01/2021,25.488,38.654
1419,04/01/2021,19.733,22.93
1420,04/01/2021,24.027,2.42
1421,04/01/2021,21.511,55.019
1422,04/01/2021,19.722,29.329
1423,04/01/2021,24.369,36.028
1424,04/01/2021,27.049,46.635
1425,04/01/2021,25.608,14.944
1426,04/01/2021,24.592,25.091
1427,04/01/2021,26.439,4.898
1428,04/01/2021,25.157,39.764
1429,04/01/2021,24.417,27.746
1430,04/01/2021,22.67,15.022
1431,04/01/2021,25.268,32.846
1432,04/01/2021,20.218,21.43
1433,04/01/2021,25.088,16.727
1434,04/01/2021,26.655,29.505
1435,04/01/2021,20.451,9.199
1436,04/01/2021,23.598,10.874
1437,04/01/2021,22.205,41.76
1438,04/01/2021,23.948,37.576
1439,04/01/2021,23.914,60.581
1440,04/01/2021,25.145,5.508
1441,04/01/2021,25.764,41.003
1442,04/01/2021,25.046,8.828
1443,04/01/2021,19.591,52.543
1444,04/01/2021,24.451,55.881
1445,04/01/2021,24.837,57.626
1446,04/01/2021,26.71,31.144
1447,04/01/2021,28.059,62.192
1448,04/01/2021,23.703,17.106
1449,04/01/2021,21.874,44.562
1450,04/01/2021,27.564,34.055
1451,04/01/2021,21.253,44.519
1452,04/01/2021,22.532,10.548
1453,04/01/2021,22.327,49.251
1454,04/01/2021,25.019,48.815
1455,04/01/2021,20.909,29.31
1456,04/01/2021,18.502,22.266
1457,04/01/2021,23.885,54.72
1458,04/01/2021,20.234,32.635
1459,04/01/2021,22.27,59.309
1460,04/01/2021,20.436,3.323
1461,04/01/2021,24.286,28.21
1462,04/01/2021,23.284,23.135
1463,04/01/2021,27.194,5.652
1464,04/01/2021,21.08,4.034
1465,04/01/2021,28.132,52.899
1466,04/01/2021,26.046,17.345
1467,04/01/2021,26.46,35.45
1468,04/01/2021,20.509,48.026
1469,04/01/2021,21.717,4.619
1470,04/01/2021,23.41,27.018
1471,04/01/2021,18.871,2.941
1472,04/01/2021,23.117,29.207
1473,04/01/2021,22.582,24.522
1474,04/01/2021,18.86,30.326
1475,04/01/2021,26.591,44.571
1476,04/01/2021,28.424,35.511
1477,04/01/2021,28.3,4.493
1478,04/01/2021,23.536,43.03
1479,04/01/2021,21.345,52.583
1480,04/01/2021,26.579,62.02
1481,04/01/2021,24.043,49.999
1482,04/01/2021,21.436,9.744
1483,04/01/2021,27.726,60.706
1484,04/01/2021,25.16,47.393
1485,04/01/2021,28.289,26.708
1486,04/01/2021,20.806,15.488
1487,04/01/2021,28.315,29.748
1488,04/01/2021,27.331,19.503
1489,04/01/2021,22.977,15.927
1490,04/01/2021,19.618,47.316
1491,04/01/2021,18.505,6.343
1492,04/01/2021,27.308,2.299
1493,04/01/2021,20.511,2.065
1494,04/01/2021,25.748,37.673
1495,04/01/2021,22.46,39.019
1496,04/01/2021,24.55,10.998
1497,04/01/2021,18.416,53.778
1498,04/01/2021,21.577,31.024
1499,04/01/2021,27.912,35.912
1500,04/01/2021,24.828,33.324
1501,04/01/2021,20.523,21.107
1502,04/01/2021,27.071,49.211
1503,04/01/2021,22.542,24.032
1504,04/01/2021,21.822,49.562
1505,04/01/2021,27.189,24.308
1506,04/01/2021,24.238,57.833
1507,04/01/2021,21.676,42.244
1508,04/01/2021,22.72,35.513
1509,04/01/2021,24.28,61.517
1510,04/01/2021,27.462,61.654
1511,04/01/2021,26.654,25.131
1512,04/01/2021,21.239,12.239
1513,04/01/2021,24.123,22.678
1514,04/01/2021,18.089,59.331
1515,04/01/2021,20.569,12.377
1516,04/01/2021,19.959,53.954
1517,04/01/2021,23.02,36.749
1518,04/01/2021,21.632,54.849
1519,04/01/2021,19.484,35.02
1520,04/01/2021,22.279,26.864
1521,04/01/2021,19.374,12.28
1522,04/01/2021,20.97,39.747
1523,04/01/2021,21.937,11.891
1524,04/01/2021,23.096,51.111
1525,04/01/2021,24.312,22.721
1526,04/01/2021,19.604,58.88
1527,04/01/2021,28.741,14.159
1528,04/01/2021,24.485,20.266
1529,04/01/2021,24.271,27.466
1530,04/01/2021,21.247,54.558
1531,04/01/2021,25.791,44.111
1532,04/01/2021,21.888,18.447
1533,04/01/2021,23.93,48.286
1534,04/01/2021,19.569,60.049
1535,04/01/2021,21.327,43.085
1536,04/01/2021,24.13,4.644
1537,04/01/2021,18.064,17.39
1538,04/01/2021,20.474,42.657
1539,04/01/2021,27.791,14.369
1540,04/01/2021,23.971,47.317
1541,04/01/2021,28.832,51.628
1542,04/01/2021,18.075,62.835
1543,04/01/2021,21.815,24.627
1544,04/01/2021,21.418,23.84
1545,04/01/2021,19.38,23.595
1546,04/01/2021,23.249,56.437
1547,04/01/2021,26.887,10.78
1548,04/01/2021,24.626,50.246
1549,04/01/2021,25.201,26.342
1550,04/01/2021,24.045,41.327
1551,04/01/2021,27.682,27.234
1552,04/01/2021,27.735,15.077
1553,04/01/2021,18.351,44.399
1554,04/01/2021,18.853,4.672
1555,04/01/2021,18.678,19.862
1556,04/01/2021,19.341,10.41
1557,04/01/2021,25.23,53.234
1558,04/01/2021,25.008,49.388
1559,04/01/2021,22.556,3.868
1560,04/01/2021,24.904,43.249
1561,04/01/2021,27.251,22.744
1562,04/01/2021,18.344,24.418
1563,04/01/2021,23.265,40.168
1564,04/01/2021,20.631,37.783
1565,04/01/2021,18.261,24.148
1566,04/01/2021,21.687,32.487
1567,04/01/2021,28.868,27.407
1568,04/01/2021,28.807,23.782
1569,04/01/2021,20.042,4.091
1570,04/01/2021,24.932,32.828
1571,04/01/2021,24.868,48.307
1572,04/01/2021,18.929,41.768
1573,04/01/2021,26.516,2.23
1574,04/01/2021,23.032,30.585
1575,04/01/2021,26.128,19.716
1576,04/01/2021,18.253,43.06
1577,04/01/2021,23.68,11.288
1578,04/01/2021,25.704,2.101
1579,04/01/2021,18.824,42.728
1580,04/01/2021,23.74,2.085
1581,04/01/2021,20.054,57.258
1582,04/01/2021,19.722,62.325
1583,04/01/2021,20.809,50.032
1584,04/01/2021,18.332,28.124
1585,04/01/2021,26.372,3.518
1586,04/01/2021,21.15,39.021
1587,04/01/2021,24.522,57.406
1588,04/01/2021,26.435,62.641
1589,04/01/2021,19.365,41.076
1590,04/01/2021,19.649,28.731
1591,04/01/2021,19.297,48.442
1592,04/01/2021,22.678,52.951
1593,04/01/2021,23.626,10.345
1594,04/01/2021,24.363,32.07
1595,04/01/2021,23.344,22.896
1596,04/01/2021,28.284,38.52
1597,04/01/2021,27.672,42.317
1598,04/01/2021,28.116,23.624
1599,04/01/2021,28.449,60.728
1600,04/01/2021,20.704,60.563
1601,04/01/2021,19.987,14.935
1602,04/01/2021,24.936,46.623
1603,04/01/2021,25.825,60.008
1604,04/01/2021,26.67,4.484
